n,kappa,z
3.900000000000000000e+02,1.291888254032796901e+01,9.560161027210320548e-04
3.910000000000000000e+02,3.231106912748523463e+00,1.544987089868759966e+01
3.920000000000000000e+02,9.697468948416231527e+00,2.408401085596579769e-02
3.930000000000000000e+02,3.233868863295703111e+00,1.548606749756647893e+01
3.940000000000000000e+02,3.235244572124894802e+00,1.550412840504156620e+01
3.950000000000000000e+02,3.236616793728980035e+00,1.552216451451712587e+01
3.960000000000000000e+02,1.457093495584125797e+01,1.860452294758759082e-04
3.970000000000000000e+02,1.619675422833287248e+00,7.859128833452945173e+01
3.980000000000000000e+02,3.240712710870229607e+00,1.557612501884068656e+01
3.990000000000000000e+02,6.484142317183479776e+00,6.094606457136764188e-01
4.000000000000000000e+02,1.216284827227473109e+01,2.088344305748390372e-03
4.010000000000000000e+02,1.622388934947731620e+00,7.916802498453922965e+01
4.020000000000000000e+02,6.492252334624263987e+00,6.090832957434536565e-01
4.030000000000000000e+02,3.247471114918103474e+00,1.566557213735952381e+01
4.040000000000000000e+02,4.873219093975762028e+00,3.090076302546085785e+00
4.050000000000000000e+02,8.125377567474993512e+00,1.198528545893295105e-01
4.060000000000000000e+02,6.502972048590591747e+00,6.085848780178780837e-01
4.070000000000000000e+02,3.252817737471065840e+00,1.573669817278652161e+01
4.080000000000000000e+02,1.301658473054303400e+01,9.070458515601381461e-04
4.090000000000000000e+02,1.627735687894726224e+00,8.031685249795023651e+01
4.100000000000000000e+02,6.513586665630016093e+00,6.080917487011153755e-01
4.110000000000000000e+02,3.258112069479212280e+00,1.580744679309402301e+01
4.120000000000000000e+02,4.889141402150859683e+00,3.101487847626116956e+00
4.130000000000000000e+02,3.260739944217097452e+00,1.584268134266405248e+01
4.140000000000000000e+02,9.786147339762189645e+00,2.327719004503552708e-02
4.150000000000000000e+02,3.263355123858439732e+00,1.587782364513431510e+01
4.160000000000000000e+02,9.793973973699879210e+00,2.320729260133756050e-02
4.170000000000000000e+02,3.265957730472185183e+00,1.591287438484233263e+01
4.180000000000000000e+02,6.534508713120438017e+00,6.071209308922228542e-01
4.190000000000000000e+02,1.634273942187539408e+00,8.174437317415919324e+01
4.200000000000000000e+02,1.961902997212831323e+01,1.267105666852153602e-06
4.210000000000000000e+02,1.635562852082521168e+00,8.202876525970702914e+01
4.220000000000000000e+02,3.272410025367570086e+00,1.600010506320351311e+01
4.230000000000000000e+02,4.910536960130637674e+00,3.116888469907971970e+00
4.240000000000000000e+02,6.549939125358628544e+00,6.064059273023255647e-01
4.250000000000000000e+02,4.914367211097730781e+00,3.119653561971807765e+00
4.260000000000000000e+02,6.555034110130059766e+00,6.061700244528770432e-01
4.270000000000000000e+02,3.278786319733134391e+00,1.608677801842326005e+01
4.280000000000000000e+02,4.920078923037553231e+00,3.123781454375448963e+00
4.290000000000000000e+02,6.562631911597191170e+00,6.058184091603753263e-01
4.300000000000000000e+02,6.565152709629759720e+00,6.057017953296136570e-01
4.310000000000000000e+02,1.641916913036196579e+00,8.344528745785460444e+01
4.320000000000000000e+02,1.642544191570649303e+01,3.176910353379242691e-05
4.330000000000000000e+02,1.643170019748815047e+00,8.372751928743541328e+01
4.340000000000000000e+02,6.575177617048327150e+00,6.052382583946550598e-01
4.350000000000000000e+02,6.577669407022542991e+00,6.051230967568355101e-01
4.360000000000000000e+02,4.935116606486662505e+00,3.134675427610376097e+00
4.370000000000000000e+02,3.291317924071780698e+00,1.625849060392343404e+01
4.380000000000000000e+02,6.585110551543025714e+00,6.047793240257288705e-01
4.390000000000000000e+02,1.646894902843063946e+00,8.457210720941164084e+01
4.400000000000000000e+02,1.318008610662612590e+01,8.306422346366322063e-04
4.410000000000000000e+02,7.416563515731395384e+00,2.651343394080961646e-01
4.420000000000000000e+02,6.594953185383704231e+00,6.043249051112929981e-01
4.430000000000000000e+02,1.649349981502238549e+00,8.513342984160465221e+01
4.440000000000000000e+02,9.899761724609589919e+00,2.228286765942637249e-02
4.450000000000000000e+02,3.301138440699487031e+00,1.639433488752598223e+01
4.460000000000000000e+02,3.302353572821246530e+00,1.641122216543805123e+01
4.470000000000000000e+02,3.303565983480210022e+00,1.642808895850231465e+01
4.480000000000000000e+02,1.156671489693773580e+01,4.245389686370139130e-03
4.490000000000000000e+02,1.652991344490148728e+00,8.597284952852641027e+01
4.500000000000000000e+02,1.488234153556812345e+01,1.548437594758423177e-04
4.510000000000000000e+02,3.308388653531611379e+00,1.649535268815761668e+01
4.520000000000000000e+02,4.964381456557360295e+00,3.155985230873720848e+00
4.530000000000000000e+02,3.310783972187262503e+00,1.652886346045456989e+01
4.540000000000000000e+02,3.311977668664209506e+00,1.654558881399624326e+01
4.550000000000000000e+02,6.626337477488291938e+00,6.028782206004080768e-01
4.560000000000000000e+02,1.325742877583606472e+01,7.967768018022795351e-04
4.570000000000000000e+02,1.657771522882489412e+00,8.708737003554341527e+01
4.580000000000000000e+02,3.316726305543069575e+00,1.661229158971602970e+01
4.590000000000000000e+02,6.635813969199714890e+00,6.024420751077438352e-01
4.600000000000000000e+02,9.957255282504281269e+00,2.179600041935819688e-02
4.610000000000000000e+02,1.660130322703674777e+00,8.764264725575937121e+01
4.620000000000000000e+02,1.328573459761862097e+01,7.847308960472940652e-04
4.630000000000000000e+02,1.661302058587561747e+00,8.791979650089420772e+01
4.640000000000000000e+02,8.309430149156431966e+00,1.142295113600714646e-01
4.650000000000000000e+02,6.649874975480276618e+00,6.017955135334945860e-01
4.660000000000000000e+02,3.326100412210883928e+00,1.674475746162711332e+01
4.670000000000000000e+02,1.663630421904199297e+00,8.847312519331137537e+01
4.680000000000000000e+02,1.497788456938826585e+01,1.463636508995245676e-04
4.690000000000000000e+02,3.329574270974285266e+00,1.679411449702250181e+01
4.700000000000000000e+02,6.661454575335577388e+00,6.012635745328142045e-01
4.710000000000000000e+02,3.331877853739479978e+00,1.682692429688767533e+01
4.720000000000000000e+02,6.666051959168746599e+00,6.010525121830906370e-01
4.730000000000000000e+02,3.334171675531483192e+00,1.685965876357370163e+01
4.740000000000000000e+02,6.670629903688761075e+00,6.008424158975375073e-01
4.750000000000000000e+02,5.004683728082617300e+00,3.185569487272275513e+00
4.760000000000000000e+02,1.001278285889373620e+01,2.133588238434631912e-02
4.770000000000000000e+02,5.008095546965119382e+00,3.188086660566708641e+00
4.780000000000000000e+02,3.339864063765507041e+00,1.694116855306720737e+01
4.790000000000000000e+02,1.670497696804355892e+00,9.012547811452353130e+01
4.800000000000000000e+02,2.005274618433197276e+01,9.385214923557799122e-07
4.810000000000000000e+02,3.343250984925956626e+00,1.698985302857211721e+01
4.820000000000000000e+02,3.344375265980009004e+00,1.700604464262807625e+01
4.830000000000000000e+02,6.690994433832433863e+00,5.999087130967977188e-01
4.840000000000000000e+02,7.529887906589554092e+00,2.598104376415955596e-01
4.850000000000000000e+02,3.347734166929634103e+00,1.705451066730059750e+01
4.860000000000000000e+02,1.004654755531619159e+01,2.106086012608846675e-02
4.870000000000000000e+02,1.674980955680701822e+00,9.122082062960562610e+01
4.880000000000000000e+02,6.702144710200822253e+00,5.993980937623195615e-01
4.890000000000000000e+02,3.352180525667431521e+00,1.711888027038604321e+01
4.900000000000000000e+02,1.005985929705061466e+01,2.095340940108832151e-02
4.910000000000000000e+02,1.677195042189833840e+00,9.176666319093401114e+01
4.920000000000000000e+02,1.006647447279122431e+01,2.090021660271272272e-02
4.930000000000000000e+02,3.356590661121131358e+00,1.718296546146499537e+01
4.940000000000000000e+02,6.715375208030220477e+00,5.987927758774836962e-01
4.950000000000000000e+02,1.007634698586189081e+01,2.082108251203501625e-02
4.960000000000000000e+02,8.399687109728599665e+00,1.115690962167482370e-01
4.970000000000000000e+02,3.360965158727183155e+00,1.724676978961838003e+01
4.980000000000000000e+02,6.724106563947679582e+00,5.983936362885053928e-01
4.990000000000000000e+02,1.681569611212076598e+00,9.285475373906345453e+01
5.000000000000000000e+02,1.009266896645417155e+01,2.069090870805179519e-02
5.010000000000000000e+02,3.365304589843098437e+00,1.731029673149194181e+01
5.020000000000000000e+02,3.366384034134854986e+00,1.732613552604277274e+01
5.030000000000000000e+02,1.683730665138673865e+00,9.339702616577757510e+01
5.040000000000000000e+02,2.021121892082071270e+01,8.410265122903714780e-07
5.050000000000000000e+02,3.369609512195303580e+00,1.737354969333991761e+01
5.060000000000000000e+02,6.741360829769392993e+00,5.976056680726052894e-01
5.070000000000000000e+02,5.057623804880229557e+00,3.224852454669115964e+00
5.080000000000000000e+02,5.059223828450966742e+00,3.226047227129118511e+00
5.090000000000000000e+02,1.686940235154659851e+00,9.420825226387910334e+01
5.100000000000000000e+02,1.349977186205554958e+01,6.993486638244134340e-04
5.110000000000000000e+02,3.376003379433666129e+00,1.746792270683397774e+01
5.120000000000000000e+02,8.442654300516574395e+00,1.103244537105066425e-01
5.130000000000000000e+02,6.756235991846229361e+00,5.969271817330187302e-01
5.140000000000000000e+02,3.379172214626192883e+00,1.751488429943647773e+01
5.150000000000000000e+02,3.380224384312035202e+00,1.753050517662622809e+01
5.160000000000000000e+02,1.014382353879084064e+01,2.028818112026573722e-02
5.170000000000000000e+02,3.382322608384392026e+00,1.756169774628965286e+01
5.180000000000000000e+02,6.766737357064032565e+00,5.964486570642952845e-01
5.190000000000000000e+02,3.384412731185336920e+00,1.759282506177161309e+01
5.200000000000000000e+02,1.354181909644568904e+01,6.837007166371512901e-04
5.210000000000000000e+02,1.693247407516287106e+00,9.582298989722748672e+01
5.220000000000000000e+02,1.016259858488001377e+01,2.014234432557500745e-02
5.230000000000000000e+02,1.694284460763754163e+00,9.609112916137671334e+01
5.240000000000000000e+02,5.084404503487698790e+00,3.244908591835265366e+00
5.250000000000000000e+02,1.017190533469854330e+01,2.007044242930055775e-02
5.260000000000000000e+02,3.391665256754203828e+00,1.770126234535831955e+01
5.270000000000000000e+02,3.392693445349998616e+00,1.771668946929837674e+01
5.280000000000000000e+02,1.696859842385965678e+01,2.255616492705117483e-05
5.290000000000000000e+02,2.546057986797193973e+00,4.146834831608560279e+01
5.300000000000000000e+02,6.791532691114885445e+00,5.953203085618543611e-01
5.310000000000000000e+02,5.095180172322708145e+00,3.253013667274047727e+00
5.320000000000000000e+02,1.019341589286350924e+01,1.990523724926795968e-02
5.330000000000000000e+02,3.398821900986501721e+00,1.780892120755691010e+01
5.340000000000000000e+02,6.799673197629774180e+00,5.949503283597751269e-01
5.350000000000000000e+02,3.400849398236497567e+00,1.783954011762396163e+01
5.360000000000000000e+02,6.803720612683123115e+00,5.947664618293846406e-01
5.370000000000000000e+02,3.402869330180659624e+00,1.787009712651718729e+01
5.380000000000000000e+02,3.403876476765018921e+00,1.788535252908953765e+01
5.390000000000000000e+02,5.107322629600213659e+00,3.262171054337452247e+00
5.400000000000000000e+02,2.043531099611656643e+01,7.201964200195731718e-07
5.410000000000000000e+02,1.703443361258894617e+00,9.849205820702007941e+01
5.420000000000000000e+02,3.407886429418610863e+00,1.794622115252585459e+01
5.430000000000000000e+02,3.408884293540690447e+00,1.796140027938932349e+01
5.440000000000000000e+02,1.022964096499556597e+01,1.963008936684127251e-02
5.450000000000000000e+02,3.410874520535903454e+00,1.799171320027598142e+01
5.460000000000000000e+02,1.364746758743818411e+01,6.459111439590500738e-04
5.470000000000000000e+02,1.706428728653004878e+00,9.928753890181577901e+01
5.480000000000000000e+02,5.120769312762964098e+00,3.272342123299685657e+00
5.490000000000000000e+02,5.122249735596764886e+00,3.273463850984129397e+00
5.500000000000000000e+02,1.024745492860398066e+01,1.949618155309068221e-02
5.510000000000000000e+02,3.416801672444389038e+00,1.808229235925205103e+01
5.520000000000000000e+02,1.367113300913397289e+01,6.377367592264645418e-04
5.530000000000000000e+02,3.418763055506533810e+00,1.811236666294930586e+01
5.540000000000000000e+02,3.419741088533085449e+00,1.812738173568005706e+01
5.550000000000000000e+02,6.841434715495983809e+00,5.930559096287625342e-01
5.560000000000000000e+02,5.132537804252422120e+00,3.281269827473597633e+00
5.570000000000000000e+02,1.711332315055042130e+00,1.006081154483051279e+02
5.580000000000000000e+02,1.027090693756661466e+01,1.932128433992853778e-02
5.590000000000000000e+02,3.424604922986373978e+00,1.820223793834600556e+01
5.600000000000000000e+02,1.712786233858740914e+01,2.040102211162497336e-05
5.610000000000000000e+02,6.853076572460980564e+00,5.925288785817320880e-01
5.620000000000000000e+02,3.427502384673999369e+00,1.824697778000833992e+01
5.630000000000000000e+02,1.714232384581908297e+00,1.013973790873032073e+02
5.640000000000000000e+02,1.028827633734956848e+01,1.919276131554902357e-02
5.650000000000000000e+02,3.430384420583035610e+00,1.829158852183704198e+01
5.660000000000000000e+02,3.431341699582174609e+00,1.830643026302740850e+01
5.670000000000000000e+02,8.580743221918876174e+00,1.064176408674464419e-01
5.680000000000000000e+02,6.866502388188919781e+00,5.919216685639072661e-01
5.690000000000000000e+02,1.717101710743384801e+00,1.021843692571093669e+02
5.700000000000000000e+02,1.374061590734858029e+01,6.143292433875037744e-04
5.710000000000000000e+02,1.718051433003630724e+00,1.024461993770656250e+02
5.720000000000000000e+02,1.031115028448407678e+01,1.902481131346100279e-02
5.730000000000000000e+02,3.437995669099789264e+00,1.840992732427448075e+01
5.740000000000000000e+02,6.877879189185123643e+00,5.914076165111624706e-01
5.750000000000000000e+02,5.159822815569333976e+00,3.302062341457217887e+00
5.760000000000000000e+02,1.806431824139632525e+01,8.226000883929877449e-06
5.770000000000000000e+02,1.720880767823162572e+00,1.032302054493182908e+02
5.780000000000000000e+02,5.164048384685621329e+00,3.305294193400650560e+00
5.790000000000000000e+02,3.443634690224429473e+00,1.849809562041391331e+01
5.800000000000000000e+02,1.033370652762210362e+01,1.886063328596331024e-02
5.810000000000000000e+02,3.445501385635993508e+00,1.852737505786353367e+01
5.820000000000000000e+02,6.892864650090068324e+00,5.907311911481792910e-01
5.830000000000000000e+02,3.447361666274046055e+00,1.855659998431667645e+01
5.840000000000000000e+02,6.896578829601884841e+00,5.905636573061703309e-01
5.850000000000000000e+02,1.034764672822656273e+01,1.875987720512133083e-02
5.860000000000000000e+02,3.450140155519654694e+00,1.860033579512166568e+01
5.870000000000000000e+02,1.725531579263742454e+00,1.045319995755581317e+02
5.880000000000000000e+02,1.553393065709522602e+01,1.054573756252623026e-04
5.890000000000000000e+02,3.452904456673255851e+00,1.864395056489988178e+01
5.900000000000000000e+02,6.907645524925004388e+00,5.900647584473944773e-01
5.910000000000000000e+02,3.454739513118423755e+00,1.867296030219150538e+01
5.920000000000000000e+02,8.639136784748233211e+00,1.048074785046249346e-01
5.930000000000000000e+02,1.728284185018380326e+00,1.053101929898968763e+02
5.940000000000000000e+02,1.382992194694412191e+01,5.855010230714059955e-04
5.950000000000000000e+02,6.916782138352082221e+00,5.896531874440674725e-01
5.960000000000000000e+02,5.188950183764459823e+00,3.324404243945564108e+00
5.970000000000000000e+02,3.460207651863758560e+00,1.875967203962306584e+01
5.980000000000000000e+02,6.922227324679173677e+00,5.894080382625430659e-01
5.990000000000000000e+02,1.731009079506373283e+00,1.060862580741421226e+02
6.000000000000000000e+02,2.077752688160074257e+01,5.683108900159797370e-07
6.010000000000000000e+02,1.731911315563354981e+00,1.063444781669336550e+02
